"Device: USB-231"
"Serial Number: 219F0E1"
"Channel Count: 1"
"Sample Count: 604"
"Start Time: 11/29/2023 4:30:34.7 PM"
"Scan Rate: 10"
"Sample","Date/Time","Encoder (Ticks)"
"103","11/29/2023 4:30:45.0 PM","45765"
"104","11/29/2023 4:30:45.1 PM","46210"
"105","11/29/2023 4:30:45.2 PM","46647"
"106","11/29/2023 4:30:45.3 PM","47097"
"107","11/29/2023 4:30:45.4 PM","47557"
"108","11/29/2023 4:30:45.5 PM","47981"
"109","11/29/2023 4:30:45.6 PM","48433"
"110","11/29/2023 4:30:45.7 PM","48873"
"111","11/29/2023 4:30:45.8 PM","49315"
"112","11/29/2023 4:30:45.9 PM","49760"
"113","11/29/2023 4:30:46.0 PM","50207"
"114","11/29/2023 4:30:46.1 PM","50654"
"115","11/29/2023 4:30:46.2 PM","51096"
"116","11/29/2023 4:30:46.3 PM","51536"
"117","11/29/2023 4:30:46.4 PM","51980"
"118","11/29/2023 4:30:46.5 PM","52427"
"119","11/29/2023 4:30:46.6 PM","52869"
"120","11/29/2023 4:30:46.7 PM","53321"
"121","11/29/2023 4:30:46.8 PM","53758"
"122","11/29/2023 4:30:46.9 PM","54207"
"123","11/29/2023 4:30:47.0 PM","54653"
"124","11/29/2023 4:30:47.1 PM","55098"
"125","11/29/2023 4:30:47.2 PM","55536"
"126","11/29/2023 4:30:47.3 PM","55981"
"127","11/29/2023 4:30:47.4 PM","56430"
"128","11/29/2023 4:30:47.5 PM","56869"
"129","11/29/2023 4:30:47.6 PM","57313"
"130","11/29/2023 4:30:47.7 PM","57762"
"131","11/29/2023 4:30:47.8 PM","58203"
"132","11/29/2023 4:30:47.9 PM","58647"
"133","11/29/2023 4:30:48.0 PM","59096"
"134","11/29/2023 4:30:48.1 PM","59541"
"135","11/29/2023 4:30:48.2 PM","59987"
"136","11/29/2023 4:30:48.3 PM","60424"
"137","11/29/2023 4:30:48.4 PM","60869"
"138","11/29/2023 4:30:48.5 PM","61319"
"139","11/29/2023 4:30:48.6 PM","61758"
"140","11/29/2023 4:30:48.7 PM","62204"
"141","11/29/2023 4:30:48.8 PM","62653"
"142","11/29/2023 4:30:48.9 PM","63091"
"143","11/29/2023 4:30:49.0 PM","63535"
"144","11/29/2023 4:30:49.1 PM","63986"
"145","11/29/2023 4:30:49.2 PM","64427"
"146","11/29/2023 4:30:49.3 PM","64869"
"147","11/29/2023 4:30:49.4 PM","65318"
"148","11/29/2023 4:30:49.5 PM","65758"
"149","11/29/2023 4:30:49.6 PM","66206"
"150","11/29/2023 4:30:49.7 PM","66652"
"151","11/29/2023 4:30:49.8 PM","67092"
"152","11/29/2023 4:30:49.9 PM","67543"
"153","11/29/2023 4:30:50.0 PM","67980"
"154","11/29/2023 4:30:50.1 PM","68431"
"155","11/29/2023 4:30:50.2 PM","68873"
"156","11/29/2023 4:30:50.3 PM","69314"
"157","11/29/2023 4:30:50.4 PM","69757"
"158","11/29/2023 4:30:50.5 PM","70207"
"159","11/29/2023 4:30:50.6 PM","70650"
"160","11/29/2023 4:30:50.7 PM","71097"
"161","11/29/2023 4:30:50.8 PM","71536"
"162","11/29/2023 4:30:50.9 PM","71988"
"163","11/29/2023 4:30:51.0 PM","72426"
"164","11/29/2023 4:30:51.1 PM","72871"
"165","11/29/2023 4:30:51.2 PM","73316"
"166","11/29/2023 4:30:51.3 PM","73764"
"167","11/29/2023 4:30:51.4 PM","74212"
"168","11/29/2023 4:30:51.5 PM","74646"
"169","11/29/2023 4:30:51.6 PM","75093"
"170","11/29/2023 4:30:51.7 PM","75541"
"171","11/29/2023 4:30:51.8 PM","75984"
"172","11/29/2023 4:30:51.9 PM","76430"
"173","11/29/2023 4:30:52.0 PM","76871"
"174","11/29/2023 4:30:52.1 PM","77312"
"175","11/29/2023 4:30:52.2 PM","77760"
"176","11/29/2023 4:30:52.3 PM","78202"
"177","11/29/2023 4:30:52.4 PM","78647"
"178","11/29/2023 4:30:52.5 PM","79092"
"179","11/29/2023 4:30:52.6 PM","79537"
"180","11/29/2023 4:30:52.7 PM","79982"
"181","11/29/2023 4:30:52.8 PM","80432"
"182","11/29/2023 4:30:52.9 PM","80875"
"183","11/29/2023 4:30:53.0 PM","81315"
"184","11/29/2023 4:30:53.1 PM","81759"
"185","11/29/2023 4:30:53.2 PM","82208"
"186","11/29/2023 4:30:53.3 PM","82651"
"187","11/29/2023 4:30:53.4 PM","83098"
"188","11/29/2023 4:30:53.5 PM","83537"
"189","11/29/2023 4:30:53.6 PM","83986"
"190","11/29/2023 4:30:53.7 PM","84436"
"191","11/29/2023 4:30:53.8 PM","84871"
"192","11/29/2023 4:30:53.9 PM","85320"
"193","11/29/2023 4:30:54.0 PM","85761"
"194","11/29/2023 4:30:54.1 PM","86205"
"195","11/29/2023 4:30:54.2 PM","86645"
"196","11/29/2023 4:30:54.3 PM","87091"
"197","11/29/2023 4:30:54.4 PM","87541"
"198","11/29/2023 4:30:54.5 PM","87979"
"199","11/29/2023 4:30:54.6 PM","88423"
"200","11/29/2023 4:30:54.7 PM","88871"
"201","11/29/2023 4:30:54.8 PM","89320"
"202","11/29/2023 4:30:54.9 PM","89757"
"203","11/29/2023 4:30:55.0 PM","90202"
"204","11/29/2023 4:30:55.1 PM","90650"
"205","11/29/2023 4:30:55.2 PM","91096"
"206","11/29/2023 4:30:55.3 PM","91537"
"207","11/29/2023 4:30:55.4 PM","91986"
"208","11/29/2023 4:30:55.5 PM","92425"
"209","11/29/2023 4:30:55.6 PM","92869"
"210","11/29/2023 4:30:55.7 PM","93314"
"211","11/29/2023 4:30:55.8 PM","93764"
"212","11/29/2023 4:30:55.9 PM","94202"
"213","11/29/2023 4:30:56.0 PM","94662"
"214","11/29/2023 4:30:56.1 PM","95090"
"215","11/29/2023 4:30:56.2 PM","95540"
"216","11/29/2023 4:30:56.3 PM","95983"
"217","11/29/2023 4:30:56.4 PM","96431"
"218","11/29/2023 4:30:56.5 PM","96869"
"219","11/29/2023 4:30:56.6 PM","97320"
"220","11/29/2023 4:30:56.7 PM","97758"
"221","11/29/2023 4:30:56.8 PM","98219"
"222","11/29/2023 4:30:56.9 PM","98651"
"223","11/29/2023 4:30:57.0 PM","99092"
"224","11/29/2023 4:30:57.1 PM","99536"
"225","11/29/2023 4:30:57.2 PM","99985"
"226","11/29/2023 4:30:57.3 PM","100431"
"227","11/29/2023 4:30:57.4 PM","100871"
"228","11/29/2023 4:30:57.5 PM","101320"
"229","11/29/2023 4:30:57.6 PM","101765"
"230","11/29/2023 4:30:57.7 PM","102200"
"231","11/29/2023 4:30:57.8 PM","102645"
"232","11/29/2023 4:30:57.9 PM","103094"
"233","11/29/2023 4:30:58.0 PM","103535"
"234","11/29/2023 4:30:58.1 PM","103987"
"235","11/29/2023 4:30:58.2 PM","104423"
"236","11/29/2023 4:30:58.3 PM","104872"
"237","11/29/2023 4:30:58.4 PM","105313"
"238","11/29/2023 4:30:58.5 PM","105757"
"239","11/29/2023 4:30:58.6 PM","106202"
"240","11/29/2023 4:30:58.7 PM","106653"
"241","11/29/2023 4:30:58.8 PM","107095"
"242","11/29/2023 4:30:58.9 PM","107541"
"243","11/29/2023 4:30:59.0 PM","107987"
"244","11/29/2023 4:30:59.1 PM","108428"
"245","11/29/2023 4:30:59.2 PM","108872"
"246","11/29/2023 4:30:59.3 PM","109312"
"247","11/29/2023 4:30:59.4 PM","109759"
"248","11/29/2023 4:30:59.5 PM","110201"
"249","11/29/2023 4:30:59.6 PM","110646"
"250","11/29/2023 4:30:59.7 PM","111096"
"251","11/29/2023 4:30:59.8 PM","111541"
"252","11/29/2023 4:30:59.9 PM","111994"
"253","11/29/2023 4:31:00.0 PM","112431"
"254","11/29/2023 4:31:00.1 PM","112869"
"255","11/29/2023 4:31:00.2 PM","113318"
"256","11/29/2023 4:31:00.3 PM","113756"
"257","11/29/2023 4:31:00.4 PM","114205"
"258","11/29/2023 4:31:00.5 PM","114645"
"259","11/29/2023 4:31:00.6 PM","115098"
"260","11/29/2023 4:31:00.7 PM","115542"
"261","11/29/2023 4:31:00.8 PM","115982"
"262","11/29/2023 4:31:00.9 PM","116429"
"263","11/29/2023 4:31:01.0 PM","116874"
"264","11/29/2023 4:31:01.1 PM","117313"
"265","11/29/2023 4:31:01.2 PM","117757"
"266","11/29/2023 4:31:01.3 PM","118200"
"267","11/29/2023 4:31:01.4 PM","118653"
"268","11/29/2023 4:31:01.5 PM","119089"
"269","11/29/2023 4:31:01.6 PM","119535"
"270","11/29/2023 4:31:01.7 PM","119987"
"271","11/29/2023 4:31:01.8 PM","120426"
"272","11/29/2023 4:31:01.9 PM","120868"
"273","11/29/2023 4:31:02.0 PM","121316"
"274","11/29/2023 4:31:02.1 PM","121761"
"275","11/29/2023 4:31:02.2 PM","122202"
"276","11/29/2023 4:31:02.3 PM","122648"
"277","11/29/2023 4:31:02.4 PM","123090"
"278","11/29/2023 4:31:02.5 PM","123540"
"279","11/29/2023 4:31:02.6 PM","123986"
"280","11/29/2023 4:31:02.7 PM","124422"
"281","11/29/2023 4:31:02.8 PM","124874"
"282","11/29/2023 4:31:02.9 PM","125315"
"283","11/29/2023 4:31:03.0 PM","125758"
"284","11/29/2023 4:31:03.1 PM","126204"
"285","11/29/2023 4:31:03.2 PM","126649"
"286","11/29/2023 4:31:03.3 PM","127089"
"287","11/29/2023 4:31:03.4 PM","127534"
"288","11/29/2023 4:31:03.5 PM","127984"
"289","11/29/2023 4:31:03.6 PM","128429"
"290","11/29/2023 4:31:03.7 PM","128875"
"291","11/29/2023 4:31:03.8 PM","129313"
"292","11/29/2023 4:31:03.9 PM","129763"
"293","11/29/2023 4:31:04.0 PM","130202"
"294","11/29/2023 4:31:04.1 PM","130661"
"295","11/29/2023 4:31:04.2 PM","131096"
"296","11/29/2023 4:31:04.3 PM","131534"
"297","11/29/2023 4:31:04.4 PM","131985"
"298","11/29/2023 4:31:04.5 PM","132424"
"299","11/29/2023 4:31:04.6 PM","132873"
"300","11/29/2023 4:31:04.7 PM","133320"
"301","11/29/2023 4:31:04.8 PM","133758"
"302","11/29/2023 4:31:04.9 PM","134200"
"303","11/29/2023 4:31:05.0 PM","134649"
"304","11/29/2023 4:31:05.1 PM","135096"
"305","11/29/2023 4:31:05.2 PM","135549"
"306","11/29/2023 4:31:05.3 PM","135977"
"307","11/29/2023 4:31:05.4 PM","136430"
"308","11/29/2023 4:31:05.5 PM","136872"
"309","11/29/2023 4:31:05.6 PM","137319"
"310","11/29/2023 4:31:05.7 PM","137772"
"311","11/29/2023 4:31:05.8 PM","138203"
"312","11/29/2023 4:31:05.9 PM","138645"
"313","11/29/2023 4:31:06.0 PM","139095"
"314","11/29/2023 4:31:06.1 PM","139542"
"315","11/29/2023 4:31:06.2 PM","139979"
"316","11/29/2023 4:31:06.3 PM","140429"
"317","11/29/2023 4:31:06.4 PM","140874"
"318","11/29/2023 4:31:06.5 PM","141315"
"319","11/29/2023 4:31:06.6 PM","141759"
"320","11/29/2023 4:31:06.7 PM","142202"
"321","11/29/2023 4:31:06.8 PM","142644"
"322","11/29/2023 4:31:06.9 PM","143088"
"323","11/29/2023 4:31:07.0 PM","143538"
"324","11/29/2023 4:31:07.1 PM","143986"
"325","11/29/2023 4:31:07.2 PM","144425"
"326","11/29/2023 4:31:07.3 PM","144868"
"327","11/29/2023 4:31:07.4 PM","145314"
"328","11/29/2023 4:31:07.5 PM","145755"
"329","11/29/2023 4:31:07.6 PM","146201"
"330","11/29/2023 4:31:07.7 PM","146644"
"331","11/29/2023 4:31:07.8 PM","147091"
"332","11/29/2023 4:31:07.9 PM","147534"
"333","11/29/2023 4:31:08.0 PM","147983"
"334","11/29/2023 4:31:08.1 PM","148429"
"335","11/29/2023 4:31:08.2 PM","148871"
"336","11/29/2023 4:31:08.3 PM","149318"
"337","11/29/2023 4:31:08.4 PM","149757"
"338","11/29/2023 4:31:08.5 PM","150200"
"339","11/29/2023 4:31:08.6 PM","150646"
"340","11/29/2023 4:31:08.7 PM","151090"
"341","11/29/2023 4:31:08.8 PM","151539"
"342","11/29/2023 4:31:08.9 PM","151981"
"343","11/29/2023 4:31:09.0 PM","152429"
"344","11/29/2023 4:31:09.1 PM","152867"
"345","11/29/2023 4:31:09.2 PM","153318"
"346","11/29/2023 4:31:09.3 PM","153758"
"347","11/29/2023 4:31:09.4 PM","154207"
"348","11/29/2023 4:31:09.5 PM","154652"
"349","11/29/2023 4:31:09.6 PM","155090"
"350","11/29/2023 4:31:09.7 PM","155537"
"351","11/29/2023 4:31:09.8 PM","155982"
"352","11/29/2023 4:31:09.9 PM","156430"
"353","11/29/2023 4:31:10.0 PM","156867"
"354","11/29/2023 4:31:10.1 PM","157318"
"355","11/29/2023 4:31:10.2 PM","157760"
"356","11/29/2023 4:31:10.3 PM","158204"
"357","11/29/2023 4:31:10.4 PM","158650"
"358","11/29/2023 4:31:10.5 PM","159094"
"359","11/29/2023 4:31:10.6 PM","159539"
"360","11/29/2023 4:31:10.7 PM","159984"
"361","11/29/2023 4:31:10.8 PM","160421"
"362","11/29/2023 4:31:10.9 PM","160878"
"363","11/29/2023 4:31:11.0 PM","161314"
"364","11/29/2023 4:31:11.1 PM","161758"
"365","11/29/2023 4:31:11.2 PM","162200"
"366","11/29/2023 4:31:11.3 PM","162644"
"367","11/29/2023 4:31:11.4 PM","163096"
"368","11/29/2023 4:31:11.5 PM","163536"
"369","11/29/2023 4:31:11.6 PM","163985"
"370","11/29/2023 4:31:11.7 PM","164426"
"371","11/29/2023 4:31:11.8 PM","164868"
"372","11/29/2023 4:31:11.9 PM","165314"
"373","11/29/2023 4:31:12.0 PM","165757"
"374","11/29/2023 4:31:12.1 PM","166201"
"375","11/29/2023 4:31:12.2 PM","166645"
"376","11/29/2023 4:31:12.3 PM","167091"
"377","11/29/2023 4:31:12.4 PM","167540"
"378","11/29/2023 4:31:12.5 PM","167989"
"379","11/29/2023 4:31:12.6 PM","168423"
"380","11/29/2023 4:31:12.7 PM","168872"
"381","11/29/2023 4:31:12.8 PM","169313"
"382","11/29/2023 4:31:12.9 PM","169755"
"383","11/29/2023 4:31:13.0 PM","170206"
"384","11/29/2023 4:31:13.1 PM","170645"
"385","11/29/2023 4:31:13.2 PM","171090"
"386","11/29/2023 4:31:13.3 PM","171539"
"387","11/29/2023 4:31:13.4 PM","171978"
"388","11/29/2023 4:31:13.5 PM","172424"
"389","11/29/2023 4:31:13.6 PM","172867"
"390","11/29/2023 4:31:13.7 PM","173310"
"391","11/29/2023 4:31:13.8 PM","173758"
"392","11/29/2023 4:31:13.9 PM","174201"
"393","11/29/2023 4:31:14.0 PM","174646"
"394","11/29/2023 4:31:14.1 PM","175092"
"395","11/29/2023 4:31:14.2 PM","175536"
"396","11/29/2023 4:31:14.3 PM","175985"
"397","11/29/2023 4:31:14.4 PM","176425"
"398","11/29/2023 4:31:14.5 PM","176868"
"399","11/29/2023 4:31:14.6 PM","177318"
"400","11/29/2023 4:31:14.7 PM","177757"
"401","11/29/2023 4:31:14.8 PM","178204"
"402","11/29/2023 4:31:14.9 PM","178651"
"403","11/29/2023 4:31:15.0 PM","179089"
"404","11/29/2023 4:31:15.1 PM","179535"
"405","11/29/2023 4:31:15.2 PM","179980"
"406","11/29/2023 4:31:15.3 PM","180424"
"407","11/29/2023 4:31:15.4 PM","180870"
"408","11/29/2023 4:31:15.5 PM","181313"
"409","11/29/2023 4:31:15.6 PM","181757"
"410","11/29/2023 4:31:15.7 PM","182204"
"411","11/29/2023 4:31:15.8 PM","182644"
"412","11/29/2023 4:31:15.9 PM","183094"
"413","11/29/2023 4:31:16.0 PM","183537"
"414","11/29/2023 4:31:16.1 PM","183983"
"415","11/29/2023 4:31:16.2 PM","184433"
"416","11/29/2023 4:31:16.3 PM","184869"
"417","11/29/2023 4:31:16.4 PM","185310"
"418","11/29/2023 4:31:16.5 PM","185761"
"419","11/29/2023 4:31:16.6 PM","186201"
"420","11/29/2023 4:31:16.7 PM","186651"
"421","11/29/2023 4:31:16.8 PM","187091"
"422","11/29/2023 4:31:16.9 PM","187534"
"423","11/29/2023 4:31:17.0 PM","188001"
"424","11/29/2023 4:31:17.1 PM","188421"
"425","11/29/2023 4:31:17.2 PM","188869"
"426","11/29/2023 4:31:17.3 PM","189312"
"427","11/29/2023 4:31:17.4 PM","189756"
"428","11/29/2023 4:31:17.5 PM","190206"
"429","11/29/2023 4:31:17.6 PM","190645"
"430","11/29/2023 4:31:17.7 PM","191095"
"431","11/29/2023 4:31:17.8 PM","191535"
"432","11/29/2023 4:31:17.9 PM","191980"
"433","11/29/2023 4:31:18.0 PM","192428"
"434","11/29/2023 4:31:18.1 PM","192867"
"435","11/29/2023 4:31:18.2 PM","193316"
"436","11/29/2023 4:31:18.3 PM","193762"
"437","11/29/2023 4:31:18.4 PM","194200"
"438","11/29/2023 4:31:18.5 PM","194646"
"439","11/29/2023 4:31:18.6 PM","195089"
"440","11/29/2023 4:31:18.7 PM","195534"
"441","11/29/2023 4:31:18.8 PM","195977"
"442","11/29/2023 4:31:18.9 PM","196429"
"443","11/29/2023 4:31:19.0 PM","196872"
"444","11/29/2023 4:31:19.1 PM","197318"
"445","11/29/2023 4:31:19.2 PM","197771"
"446","11/29/2023 4:31:19.3 PM","198202"
"447","11/29/2023 4:31:19.4 PM","198647"
"448","11/29/2023 4:31:19.5 PM","199093"
"449","11/29/2023 4:31:19.6 PM","199535"
"450","11/29/2023 4:31:19.7 PM","199979"
"451","11/29/2023 4:31:19.8 PM","200429"
"452","11/29/2023 4:31:19.9 PM","200868"
"453","11/29/2023 4:31:20.0 PM","201312"
"454","11/29/2023 4:31:20.1 PM","201761"
"455","11/29/2023 4:31:20.2 PM","202202"
"456","11/29/2023 4:31:20.3 PM","202647"
"457","11/29/2023 4:31:20.4 PM","203089"
"458","11/29/2023 4:31:20.5 PM","203533"
"459","11/29/2023 4:31:20.6 PM","203977"
"460","11/29/2023 4:31:20.7 PM","204426"
"461","11/29/2023 4:31:20.8 PM","204868"
"462","11/29/2023 4:31:20.9 PM","205311"
"463","11/29/2023 4:31:21.0 PM","205762"
"464","11/29/2023 4:31:21.1 PM","206207"
"465","11/29/2023 4:31:21.2 PM","206645"
"466","11/29/2023 4:31:21.3 PM","207095"
"467","11/29/2023 4:31:21.4 PM","207534"
"468","11/29/2023 4:31:21.5 PM","207979"
"469","11/29/2023 4:31:21.6 PM","208421"
"470","11/29/2023 4:31:21.7 PM","208868"
"471","11/29/2023 4:31:21.8 PM","209311"
"472","11/29/2023 4:31:21.9 PM","209761"
"473","11/29/2023 4:31:22.0 PM","210206"
"474","11/29/2023 4:31:22.1 PM","210649"
"475","11/29/2023 4:31:22.2 PM","211094"
"476","11/29/2023 4:31:22.3 PM","211534"
"477","11/29/2023 4:31:22.4 PM","211978"
"478","11/29/2023 4:31:22.5 PM","212424"
"479","11/29/2023 4:31:22.6 PM","212871"
"480","11/29/2023 4:31:22.7 PM","213312"
"481","11/29/2023 4:31:22.8 PM","213758"
"482","11/29/2023 4:31:22.9 PM","214201"
"483","11/29/2023 4:31:23.0 PM","214650"
"484","11/29/2023 4:31:23.1 PM","215090"
"485","11/29/2023 4:31:23.2 PM","215532"
"486","11/29/2023 4:31:23.3 PM","215985"
"487","11/29/2023 4:31:23.4 PM","216422"
"488","11/29/2023 4:31:23.5 PM","216866"
"489","11/29/2023 4:31:23.6 PM","217316"
"490","11/29/2023 4:31:23.7 PM","217761"
"491","11/29/2023 4:31:23.8 PM","218200"
"492","11/29/2023 4:31:23.9 PM","218649"
"493","11/29/2023 4:31:24.0 PM","219092"
"494","11/29/2023 4:31:24.1 PM","219534"
"495","11/29/2023 4:31:24.2 PM","219978"
"496","11/29/2023 4:31:24.3 PM","220428"
"497","11/29/2023 4:31:24.4 PM","220872"
"498","11/29/2023 4:31:24.5 PM","221317"
"499","11/29/2023 4:31:24.6 PM","221755"
"500","11/29/2023 4:31:24.7 PM","222206"
"501","11/29/2023 4:31:24.8 PM","222644"
"502","11/29/2023 4:31:24.9 PM","223087"
"503","11/29/2023 4:31:25.0 PM","223533"
"504","11/29/2023 4:31:25.1 PM","223985"
"505","11/29/2023 4:31:25.2 PM","224432"
"506","11/29/2023 4:31:25.3 PM","224872"
"507","11/29/2023 4:31:25.4 PM","225313"
"508","11/29/2023 4:31:25.5 PM","225756"
"509","11/29/2023 4:31:25.6 PM","226205"
"510","11/29/2023 4:31:25.7 PM","226643"
"511","11/29/2023 4:31:25.8 PM","227092"
"512","11/29/2023 4:31:25.9 PM","227534"
"513","11/29/2023 4:31:26.0 PM","227982"
"514","11/29/2023 4:31:26.1 PM","228422"
"515","11/29/2023 4:31:26.2 PM","228873"
"516","11/29/2023 4:31:26.3 PM","229318"
"517","11/29/2023 4:31:26.4 PM","229760"
"518","11/29/2023 4:31:26.5 PM","230200"
"519","11/29/2023 4:31:26.6 PM","230649"
"520","11/29/2023 4:31:26.7 PM","231089"
"521","11/29/2023 4:31:26.8 PM","231534"
"522","11/29/2023 4:31:26.9 PM","231977"
"523","11/29/2023 4:31:27.0 PM","232422"
"524","11/29/2023 4:31:27.1 PM","232870"
"525","11/29/2023 4:31:27.2 PM","233312"
"526","11/29/2023 4:31:27.3 PM","233755"
"527","11/29/2023 4:31:27.4 PM","234224"
"528","11/29/2023 4:31:27.5 PM","234645"
"529","11/29/2023 4:31:27.6 PM","235095"
"530","11/29/2023 4:31:27.7 PM","235537"
"531","11/29/2023 4:31:27.8 PM","235976"
"532","11/29/2023 4:31:27.9 PM","236424"
"533","11/29/2023 4:31:28.0 PM","236871"
"534","11/29/2023 4:31:28.1 PM","237316"
"535","11/29/2023 4:31:28.2 PM","237761"
"536","11/29/2023 4:31:28.3 PM","238204"
"537","11/29/2023 4:31:28.4 PM","238643"
"538","11/29/2023 4:31:28.5 PM","239091"
"539","11/29/2023 4:31:28.6 PM","239536"
"540","11/29/2023 4:31:28.7 PM","239984"
"541","11/29/2023 4:31:28.8 PM","240423"
"542","11/29/2023 4:31:28.9 PM","240878"
"543","11/29/2023 4:31:29.0 PM","241313"
"544","11/29/2023 4:31:29.1 PM","241753"
"545","11/29/2023 4:31:29.2 PM","242202"
"546","11/29/2023 4:31:29.3 PM","242649"
"547","11/29/2023 4:31:29.4 PM","243094"
"548","11/29/2023 4:31:29.5 PM","243532"
"549","11/29/2023 4:31:29.6 PM","243981"
"550","11/29/2023 4:31:29.7 PM","244426"
